Season,SeasonType,PlayerId,PlayerName,SumOfSumOfImpact,ImpactRank,Goals,GoalsRank,Assists,AssistsRank,Points,PointsRank,PlusMinus,PlusMinusRank,Shots,ShotsRank,Hits,HitsRank,BlockedShots,BlockedShotsRank,Giveaways,GiveawaysRank,Takeaways,TakeawaysRank,PowerPlayTimeOnIce,PPTOIRank,ShortHandedTimeOnIce,SHTOIRank,PenaltyMinutes,PIMRank,TimeOnIce,TOIRank
2014-2015,"Regular Season",8474563,"Drew Doughty",1.659117675,322,3,337,17,43,20,107,4,148,96,46,66,82,62,34,31,20,2,587,8375,5,6160,15,26,102,61259,1
2014-2015,"Regular Season",8474578,"Erik Karlsson",8.414929636,26,7,142,16,54,23,70,-15,759,127,4,40,234,32,155,47,2,27,14,9103,3,1335,348,10,401,54045,2
2014-2015,"Regular Season",8474673,"TJ Brodie",6.82654607,54,6,184,18,30,24,58,17,6,65,151,14,540,67,22,38,6,24,31,5565,104,4853,67,24,124,53933,3
2014-2015,"Regular Season",8470966,"Mark Giordano",6.853838405,52,10,56,24,8,34,13,15,10,86,65,35,292,79,10,23,58,14,173,6855,33,4858,66,25,116,53289,4
2014-2015,"Regular Season",8470600,"Ryan Suter",-3.031904414,828,1,475,21,18,22,78,3,186,62,176,35,294,48,74,17,142,12,234,8064,8,4496,82,16,222,53283,5
2014-2015,"Regular Season",8475171,"Oliver Ekman-Larsson",3.905991731,155,8,115,8,219,16,180,-14,758,105,27,63,91,35,126,16,165,15,152,9206,2,5793,23,16,219,52783,6
2014-2015,"Regular Season",8470281,"Duncan Keith",2.371491787,261,6,166,13,109,19,124,10,42,85,71,7,647,42,102,21,80,19,93,7764,14,5146,51,12,313,52705,7
2014-2015,"Regular Season",8474565,"Alex Pietrangelo",1.188290023,387,3,338,17,44,20,108,-12,745,98,42,40,235,81,9,17,136,8,356,5103,136,7048,3,6,484,52393,8
2014-2015,"Regular Season",8474600,"Roman Josi",7.010442173,49,4,273,14,95,18,135,12,29,79,92,12,566,87,5,18,115,11,263,6391,60,4902,64,4,550,52392,9
2014-2015,"Regular Season",8470642,"Shea Weber",6.456384643,60,6,171,16,55,22,80,14,17,88,60,74,62,68,21,29,29,9,316,6461,54,4747,73,26,104,52347,10
2014-2015,"Regular Season",8474056,"P.K. Subban",4.821605922,107,8,109,15,68,23,73,9,54,65,152,36,283,58,47,48,1,9,315,6659,49,3825,128,36,48,51368,11
2014-2015,"Regular Season",8472382,"Andy Greene",-0.708846248,747,0,628,9,211,9,308,-2,501,40,333,46,184,88,3,20,92,11,260,1599,346,9588,1,10,364,50774,12
2014-2015,"Regular Season",8467496,"Andrei Markov",0.832463847,440,5,202,14,93,19,122,8,66,60,190,29,359,60,41,28,30,14,171,6090,77,5402,37,14,262,50290,13
2014-2015,"Regular Season",8471735,"Keith Yandle",4.749160899,112,4,261,19,28,23,66,-7,668,105,26,11,583,49,71,32,18,11,256,10130,1,230,507,22,159,50159,14
2014-2015,"Regular Season",8468509,"Niklas Kronwall",2.35590686,264,5,204,13,112,18,137,-2,491,48,266,40,243,48,73,23,61,3,535,7151,24,5745,24,28,88,49875,15
2014-2015,"Regular Season",8469770,"Dennis Wideman",3.777172676,159,10,52,11,141,21,101,-8,690,73,114,45,195,77,12,37,7,20,73,6127,75,1836,304,18,202,49640,16
2014-2015,"Regular Season",8470613,"Brent Burns",11.56047449,8,10,55,17,38,27,38,-3,544,103,33,66,81,49,68,42,4,16,122,6683,47,3903,117,32,68,49467,17
2014-2015,"Regular Season",8470602,"Dion Phaneuf",0.778908827,450,2,382,16,59,18,134,11,35,62,172,97,23,77,11,25,43,12,228,6835,34,6211,13,65,7,49133,18
2014-2015,"Regular Season",8475753,"Justin Faulk",4.631040829,119,6,192,14,92,20,115,-13,752,92,52,56,119,44,86,22,68,23,43,5482,110,4456,84,20,175,49026,19
2014-2015,"Regular Season",8475222,"Sami Vatanen",8.252667431,28,9,85,15,65,24,60,1,261,60,192,50,161,76,14,21,73,18,104,8084,7,3898,119,22,148,48502,20
2014-2015,"Regular Season",8469623,"Marek Zidlicky",2.388899202,260,4,248,13,113,17,147,-5,623,62,179,40,239,39,114,17,144,10,293,6177,71,560,432,26,111,48293,21
2014-2015,"Regular Season",8470110,"Trevor Daley",3.964791455,150,7,126,9,194,16,176,-14,757,48,268,13,552,67,23,17,137,17,114,6145,73,6211,14,20,170,48066,22
2014-2015,"Regular Season",8471303,"Alexander Edler",3.191544396,190,3,320,7,274,10,293,4,163,92,50,43,210,66,25,25,46,12,229,6033,80,5142,52,22,147,47852,23
2014-2015,"Regular Season",8471274,"Alex Goligoski",-4.178961256,831,1,485,14,98,15,185,1,267,42,307,50,162,64,30,34,14,12,225,4242,177,6433,9,4,547,47798,24
2014-2015,"Regular Season",8473446,"Erik Johnson",2.779926527,229,9,78,10,170,19,129,-1,408,83,77,62,95,66,24,25,45,20,75,5464,112,5296,43,27,95,47723,25
2014-2015,"Regular Season",8471873,"Anton Stralman",1.766145552,310,2,390,11,165,13,222,12,30,53,233,44,198,35,130,17,147,14,175,5222,127,5933,21,14,261,47529,26
2014-2015,"Regular Season",8471729,"Kris Russell",-0.929464297,771,0,620,15,78,15,184,-1,411,55,225,29,360,109,1,31,19,16,124,5162,132,1585,319,11,360,47451,27
2014-2015,"Regular Season",8474590,"John Carlson",4.597714219,122,4,272,22,14,26,45,11,32,85,70,40,237,61,38,30,25,21,63,3232,250,6010,17,14,260,47356,28
2014-2015,"Regular Season",8474031,"Kevin Shattenkirk",3.575120214,175,5,224,23,11,28,32,14,13,79,91,24,422,55,53,15,184,17,116,6960,31,4045,105,36,47,47057,29
2014-2015,"Regular Season",8476462,"Dougie Hamilton",4.605776598,121,7,151,13,108,20,117,1,263,82,81,46,180,26,197,18,123,11,265,4625,156,3599,159,16,227,46973,30
2014-2015,"Regular Season",8474574,"Tyler Myers",2.872802696,217,1,507,6,319,7,377,-4,596,52,245,35,296,70,19,26,38,19,91,5506,109,5950,19,35,53,46826,31
2014-2015,"Regular Season",8470607,"Brent Seabrook",5.215761509,95,6,168,14,89,20,112,4,149,77,97,53,136,55,52,28,31,12,227,5876,89,4001,107,12,317,46600,32
2014-2015,"Regular Season",8471958,"Dan Girardi",6.802758726,56,2,392,6,309,8,344,3,196,52,243,81,43,71,16,25,44,11,258,4098,186,5682,27,10,367,46558,33
2014-2015,"Regular Season",8476854,"Hampus Lindholm",-4.394566024,832,4,294,11,161,15,187,11,37,50,250,27,392,29,170,31,22,14,169,4147,182,4533,79,16,221,46537,34
2014-2015,"Regular Season",8469619,"Dennis Seidenberg",0.771118177,452,3,308,5,352,8,351,-1,425,48,265,81,44,65,27,6,463,2,605,453,452,5529,32,20,172,46504,35
2014-2015,"Regular Season",8468309,"Mark Streit",3.623078772,170,4,247,18,31,22,79,9,55,62,173,24,426,41,109,18,119,7,388,7867,10,646,421,14,285,46076,36
2014-2015,"Regular Season",8471769,"Niklas Hjalmarsson",-0.565348599,733,1,493,7,285,8,340,10,47,29,432,20,479,53,61,43,3,26,16,317,471,5685,26,20,171,46025,37
2014-2015,"Regular Season",8471702,"Matt Niskanen",2.874071914,216,2,389,10,182,12,246,-3,552,43,301,55,125,43,91,25,48,21,65,2786,274,3978,110,14,267,45620,38
2014-2015,"Regular Season",8470834,"Dustin Byfuglien",5.842169102,80,8,102,11,150,19,128,2,224,112,15,102,14,21,234,20,98,22,54,8535,4,1498,331,53,13,45408,39
2014-2015,"Regular Season",8471709,"Marc-Edouard Vlasic",0.145714359,565,4,260,6,302,10,298,10,46,44,289,20,474,43,97,13,235,3,544,2967,262,4945,59,15,249,45048,40
2014-2015,"Regular Season",8474027,"Justin Braun",0.991843767,415,1,499,12,139,13,221,5,125,40,330,44,201,61,37,18,117,12,233,1049,375,4692,75,32,66,45039,41
2014-2015,"Regular Season",8466285,"Brian Campbell",6.450950221,61,1,448,7,284,8,339,0,328,53,237,17,509,35,134,13,237,4,503,6703,42,1500,330,2,632,44968,42
2014-2015,"Regular Season",8475233,"David Savard",3.323278522,184,5,235,7,265,12,261,-11,743,45,287,71,71,41,105,8,397,3,552,4634,155,5241,46,22,145,44937,43
2014-2015,"Regular Season",8468498,"Brooks Orpik",-1.112797592,782,0,579,7,288,7,368,5,133,29,434,127,4,91,2,14,203,1,639,59,617,5628,28,32,65,44899,44
2014-2015,"Regular Season",8475764,"Cam Fowler",4.22442667,136,4,287,14,96,18,136,2,225,39,341,24,428,44,89,33,16,13,200,5279,122,3555,165,0,697,44571,45
2014-2015,"Regular Season",8476923,"Damon Severson",7.433084003,36,4,297,8,230,12,256,-4,591,74,108,10,603,23,224,30,27,8,350,5049,140,3086,199,16,231,44214,46
2014-2015,"Regular Season",8471724,"Kris Letang",7.538901194,35,8,104,15,67,23,72,7,79,94,47,54,128,53,60,27,34,17,111,6762,36,5547,31,23,137,44194,47
2014-2015,"Regular Season",8474602,"Justin Schultz",0.377894225,510,3,340,11,163,14,207,-7,673,50,256,19,484,49,70,28,32,9,317,5916,86,924,392,4,575,44021,48
2014-2015,"Regular Season",8470699,"Jan Hejda",-6.970707063,834,0,597,5,384,5,446,-5,639,30,429,87,32,61,36,15,183,14,180,239,496,5941,20,18,194,43968,49
2014-2015,"Regular Season",8476885,"Jacob Trouba",-0.028734299,637,4,296,8,229,12,255,3,191,63,167,41,226,65,29,32,17,16,123,4006,191,6955,5,16,218,43833,50
2014-2015,"Regular Season",8470640,"Matthew Carle",-0.893463063,768,3,315,5,355,8,354,7,82,38,348,15,532,54,56,21,77,10,290,1677,342,4178,95,12,315,43702,51
2014-2015,"Regular Season",8473512,"Claude Giroux",7.840963221,31,11,45,30,2,41,3,12,25,132,3,31,334,17,304,22,70,21,66,7046,28,1859,300,18,201,43663,52
2014-2015,"Regular Season",8469760,"Zbynek Michalek",2.081291414,287,0,590,5,383,5,445,-5,638,49,259,44,199,86,6,14,204,6,425,98,570,6353,10,10,365,43655,53
2014-2015,"Regular Season",8471677,"Jack Johnson",3.710965806,165,3,324,13,116,16,167,-22,770,49,262,67,80,46,77,15,185,7,391,5626,102,5212,48,18,195,43598,54
2014-2015,"Regular Season",8471284,"Andrej Sekera",1.06029336,408,1,486,12,138,13,220,-7,675,45,286,27,395,62,35,21,75,24,32,3882,202,4056,103,6,492,43284,55
2014-2015,"Regular Season",8469665,"Johnny Oduya",1.164151306,394,1,466,2,548,3,558,1,287,37,360,26,406,61,40,19,106,12,231,217,504,4289,89,10,374,43237,56
2014-2015,"Regular Season",8470612,"Ryan Getzlaf",7.313989067,40,12,35,27,3,39,5,9,49,89,57,42,221,45,83,30,26,21,64,7494,20,3643,147,31,77,43182,57
2014-2015,"Regular Season",8471686,"Marc Staal",-0.532495535,728,1,489,4,424,5,461,2,247,39,342,36,285,51,65,14,206,22,60,344,462,5098,53,24,123,43038,58
2014-2015,"Regular Season",8465185,"Willie Mitchell",-3.409609899,830,1,445,1,601,2,603,-6,667,30,431,51,156,76,13,11,294,9,330,292,478,6774,8,17,209,42916,59
2014-2015,"Regular Season",8470616,"Ryan Kesler",10.99478435,11,12,36,15,61,27,41,-1,404,109,20,84,38,28,175,16,168,20,80,6761,37,4841,68,38,39,42823,60
2014-2015,"Regular Season",8471296,"Alexei Emelin",-0.019276354,633,0,606,10,184,10,281,5,128,18,544,92,27,62,33,25,47,8,351,267,486,5490,36,26,103,42822,61
2014-2015,"Regular Season",8473507,"Jeff Petry",-1.353219196,793,3,330,5,358,8,357,-20,769,67,145,54,129,43,92,37,8,15,142,1774,333,3536,168,14,273,42748,62
2014-2015,"Regular Season",8470318,"Jonathan Ericsson",0.382293917,507,0,594,7,290,7,370,-4,594,47,271,48,174,25,207,31,23,8,349,311,473,5808,22,28,87,42607,63
2014-2015,"Regular Season",8469598,"Kevin Bieksa",0.615810202,476,3,307,3,456,6,429,-3,561,62,178,52,143,59,43,34,15,12,226,3820,204,3639,149,48,19,42530,64
2014-2015,"Regular Season",8477932,"Aaron Ekblad",5.239753399,94,5,241,14,94,19,123,6,92,63,165,44,197,36,122,15,189,10,294,5758,95,917,393,16,239,42406,65
2014-2015,"Regular Season",8474520,"Jason Garrison",-0.790617743,759,3,336,14,97,17,146,10,44,56,213,22,454,41,110,18,120,11,264,4154,181,4764,72,8,431,42404,66
2014-2015,"Regular Season",8473563,"Nicklas Backstrom",6.772979585,57,11,46,25,6,36,10,1,260,68,140,41,225,17,299,14,219,24,36,6258,67,1406,342,26,108,42381,67
2014-2015,"Regular Season",8476454,"Ryan Nugent-Hopkins",4.32444449,131,9,88,13,104,22,87,-7,670,80,89,35,293,16,315,19,111,24,33,5543,105,3762,134,15,251,42251,68
2014-2015,"Regular Season",8477497,"Sean Monahan",8.921844507,21,11,49,11,140,22,89,6,90,97,43,27,387,18,286,21,87,23,44,6263,66,1434,340,2,633,42216,69
2014-2015,"Regular Season",8470794,"Joe Pavelski",12.21714249,6,16,5,13,100,29,31,5,114,126,5,37,269,33,145,18,121,22,56,6502,52,3188,194,15,254,42007,70
2014-2015,"Regular Season",8474564,"Steven Stamkos",9.443813976,18,16,10,17,35,33,15,-2,486,103,32,33,314,11,435,16,178,14,177,7830,11,384,470,16,242,41998,71
2014-2015,"Regular Season",8474141,"Patrick Kane",7.723740091,32,16,9,20,19,36,11,9,50,110,17,12,565,8,546,14,229,21,68,7779,13,102,553,2,662,41964,72
2014-2015,"Regular Season",8475197,"Tyson Barrie",3.972903665,148,3,346,18,32,21,92,-5,622,57,212,28,378,38,119,17,145,20,79,6031,81,221,509,16,244,41865,73
2014-2015,"Regular Season",8471214,"Alex Ovechkin",9.431287087,19,16,6,12,120,28,35,5,115,163,1,121,5,16,308,21,88,18,105,7642,17,36,608,26,113,41851,74
2014-2015,"Regular Season",8475166,"John Tavares",6.183337319,66,13,32,16,48,29,30,-5,620,98,40,19,483,13,400,39,5,31,5,8151,6,81,564,16,245,41831,75
2014-2015,"Regular Season",8468542,"Paul Martin",0.016057968,613,1,456,6,315,7,373,8,73,29,433,18,497,58,48,17,138,10,292,2488,289,5998,18,10,366,41592,76
2014-2015,"Regular Season",8471742,"Cody Franson",-0.618679664,741,5,220,16,56,21,93,9,56,53,234,100,19,69,20,35,11,26,17,6315,64,3920,115,14,268,41582,77
2014-2015,"Regular Season",8477215,"Danny DeKeyser",0.921117175,426,2,435,11,166,13,223,6,99,42,304,32,327,41,108,15,188,3,541,3202,253,4219,94,10,375,41509,78
2014-2015,"Regular Season",8477499,"Rasmus Ristolainen",0.90210389,430,2,439,4,416,6,428,-18,768,44,296,54,133,59,42,20,93,3,537,3284,248,2371,264,14,279,41393,79
2014-2015,"Regular Season",8473412,"Bryan Little",5.677422416,85,13,26,10,168,23,77,5,118,64,162,24,425,18,287,10,337,16,135,6407,57,4445,86,10,372,41314,80
2014-2015,"Regular Season",8475181,"Nick Leddy",0.050667452,597,5,233,10,174,15,189,8,69,48,263,32,326,33,146,10,327,15,160,4784,146,1708,314,10,398,41310,81
2014-2015,"Regular Season",8471217,"Andrew Ladd",4.083430685,142,11,42,14,82,25,54,3,184,103,31,87,31,11,427,26,41,14,172,6325,63,3864,121,32,69,41228,82
2014-2015,"Regular Season",8475690,"Christopher Tanev",2.465405089,254,2,420,7,281,9,320,5,131,32,406,17,511,82,8,24,53,10,289,722,404,5273,45,8,430,41102,83
2014-2015,"Regular Season",8468083,"Henrik Zetterberg",14.5360476,2,7,124,23,9,30,19,-1,402,113,14,25,413,11,438,17,159,21,67,7495,19,235,506,14,289,41034,84
2014-2015,"Regular Season",8473604,"Jonathan Toews",12.60201738,5,13,27,16,46,29,28,9,52,86,66,21,458,2,675,18,135,19,95,7654,16,3109,197,20,177,40964,85
2014-2015,"Regular Season",8469555,"Christian Ehrhoff",1.35793714,366,2,375,8,233,10,287,15,12,66,146,44,196,29,167,9,370,6,433,3693,218,3515,169,12,320,40911,86
2014-2015,"Regular Season",8474162,"Jake Muzzin",1.670198314,321,3,334,13,117,16,168,-3,546,72,119,79,49,44,85,27,35,7,386,5660,99,1282,351,12,338,40783,87
2014-2015,"Regular Season",8473449,"Kyle Okposo",11.78592181,7,8,105,21,17,29,26,-4,586,116,11,22,449,11,440,24,56,18,100,7909,9,86,560,8,464,40745,88
2014-2015,"Regular Season",8475455,"Brenden Dillon",-2.380189847,818,0,696,5,389,5,451,-2,510,34,388,60,102,54,55,21,76,5,454,279,484,2922,219,34,58,40712,89
2014-2015,"Regular Season",8471218,"Blake Wheeler",3.027537002,206,10,57,15,62,25,51,4,144,105,24,54,127,26,195,16,170,14,176,6691,46,3711,138,45,23,40638,90
2014-2015,"Regular Season",8474037,"James van Riemsdyk",5.500996782,89,15,12,17,36,32,17,-3,543,112,16,28,373,13,393,16,177,20,81,7330,22,2455,257,21,167,40602,91
2014-2015,"Regular Season",8466139,"Patrick Marleau",9.960737917,14,7,122,20,22,27,36,-2,489,107,21,39,252,9,491,26,42,19,92,6714,40,2420,259,4,556,40573,92
2014-2015,"Regular Season",8470047,"Valtteri Filppula",3.456914879,181,6,163,18,29,24,57,-9,711,54,232,8,636,14,375,9,381,26,20,7809,12,1590,318,12,335,40324,93
2014-2015,"Regular Season",8474053,"Logan Couture",7.607523455,34,13,28,16,47,29,29,2,220,110,18,31,335,29,169,26,40,16,125,6563,51,3288,185,2,625,40313,94
2014-2015,"Regular Season",8468493,"Ron Hainsey",-1.047257991,777,1,453,3,479,4,503,-9,718,33,400,44,204,57,49,17,139,7,389,609,424,3934,114,4,552,40285,95
2014-2015,"Regular Season",8471215,"Evgeni Malkin",4.534763111,127,16,7,25,5,41,4,2,218,105,25,11,582,10,479,23,65,22,51,7740,15,153,529,56,11,40141,96
2014-2015,"Regular Season",8468535,"Antoine Vermette",3.530051215,177,8,96,14,86,22,85,-10,726,53,241,48,173,21,237,17,152,12,235,6379,61,3645,146,26,106,39671,97
2014-2015,"Regular Season",8448208,"Jaromir Jagr",8.67527519,23,5,199,15,75,20,109,-12,746,78,94,4,694,6,602,25,52,25,22,5322,119,36,609,24,133,39545,98
2014-2015,"Regular Season",8470257,"Alexander Steen",4.073215589,143,8,98,13,105,21,98,-1,406,102,35,16,517,12,420,21,90,17,112,6680,48,3483,174,19,187,39447,99
2014-2015,"Regular Season",8466333,"Andrew Ference",1.599084796,327,1,449,2,545,3,555,-10,733,33,401,76,55,41,104,17,143,5,459,220,503,3900,118,25,117,39356,100
2014-2015,"Regular Season",8475158,"Ryan O'Reilly",4.26365994,132,6,185,13,110,19,125,-11,738,77,99,22,451,14,370,9,380,46,1,5378,116,3855,122,6,493,39287,101
2014-2015,"Regular Season",8475794,"Tyler Seguin",7.344233304,39,25,1,17,33,42,2,5,113,137,2,29,353,14,364,21,89,20,78,7200,23,205,513,12,348,39266,102
2014-2015,"Regular Season",8470222,"James Wisniewski",1.051878987,410,2,380,12,136,14,204,-10,727,62,181,46,181,35,129,14,212,5,463,6403,59,3625,157,16,226,39263,103
2014-2015,"Regular Season",8475098,"Tyler Bozak",7.370772341,38,13,31,15,60,28,34,-2,488,79,93,34,304,26,199,14,214,41,2,7142,25,1471,335,4,564,39147,104
2014-2015,"Regular Season",8473994,"Jamie Benn",7.280490248,41,10,63,20,21,30,23,-2,487,104,29,56,118,21,236,24,55,29,8,6747,38,3076,201,36,51,39143,105
2014-2015,"Regular Season",8466138,"Joe Thornton",11.44057576,10,8,93,22,12,30,20,2,219,69,130,13,550,11,443,35,13,28,10,6692,44,986,385,4,573,39088,106
2014-2015,"Regular Season",8475793,"Ryan Johansen",5.52401277,88,9,86,21,16,30,22,-13,751,76,103,24,423,9,503,23,66,20,77,6697,43,2722,231,22,153,39049,107
2014-2015,"Regular Season",8474586,"Jordan Eberle",0.067367263,591,6,183,14,91,20,114,-15,760,81,86,25,414,15,339,27,36,13,201,5521,107,144,534,14,291,39011,108
2014-2015,"Regular Season",8475168,"Matt Duchene",7.697802173,33,10,65,11,144,21,104,-2,490,93,49,20,471,19,273,17,154,25,25,5665,98,537,438,8,457,39005,109
2014-2015,"Regular Season",8474157,"Max Pacioretty",7.031082735,48,13,29,14,81,27,43,16,8,117,7,51,148,18,281,18,125,25,23,4844,144,3279,186,18,197,38771,110
2014-2015,"Regular Season",8475176,"Ryan Ellis",1.036663806,413,3,345,10,178,13,225,8,70,70,125,23,442,43,96,16,164,13,207,4110,185,1271,352,27,98,38715,111
2014-2015,"Regular Season",8473991,"Karl Alzner",-0.925442555,770,2,399,5,364,7,385,-1,428,25,487,46,188,65,28,16,163,9,320,84,590,4221,93,8,433,38704,112
2014-2015,"Regular Season",8474581,"Jake Gardiner",0.010818934,616,2,412,6,311,8,346,-12,749,42,314,36,284,45,84,31,21,20,74,5076,139,664,418,6,517,38653,113
2014-2015,"Regular Season",8474068,"Kyle Turris",6.853957081,51,7,138,15,70,22,82,-9,712,83,78,17,507,15,343,18,126,15,147,6441,56,1901,295,20,179,38644,114
2014-2015,"Regular Season",8476879,"Cody Ceci",-0.242056283,685,1,551,7,287,8,342,2,238,50,251,27,393,48,75,8,395,6,435,1585,347,5621,30,0,696,38569,115
2014-2015,"Regular Season",8476878,"Zemgus Girgensons",1.119257258,398,9,91,9,190,18,145,3,188,61,184,71,70,31,159,5,496,7,406,3338,242,4735,74,13,301,38508,116
2014-2015,"Regular Season",8467371,"Mike Ribeiro",4.730954967,113,9,73,19,25,28,33,14,14,40,328,18,494,8,539,16,181,11,267,6403,58,44,601,10,418,38493,117
2014-2015,"Regular Season",8476460,"Mark Scheifele",2.766663313,231,6,196,13,111,19,126,3,187,65,154,30,342,25,209,16,172,25,26,5118,134,1982,290,14,280,38475,118
2014-2015,"Regular Season",8462038,"Shane Doan",-1.754401632,807,7,121,11,151,18,140,-11,739,82,82,82,41,10,454,23,64,18,102,6327,62,193,514,23,141,38286,119
2014-2015,"Regular Season",8470614,"Mark Stuart",0.66884451,467,1,477,8,238,9,312,6,104,26,473,74,64,74,15,21,74,6,420,89,585,6914,6,37,42,38210,120
2014-2015,"Regular Season",8471816,"Mark Fayne",2.763153402,232,1,494,4,425,5,462,-8,704,39,346,29,362,71,17,22,67,8,353,646,418,5316,41,6,487,38141,121
2014-2015,"Regular Season",8471269,"Nicklas Grossmann",-0.585267848,734,3,318,5,356,8,355,10,48,28,446,64,90,46,78,15,186,2,590,75,598,5312,42,14,263,38137,122
2014-2015,"Regular Season",8474161,"Jakub Voracek",7.091408306,47,14,15,32,1,46,1,17,5,104,28,14,537,11,442,20,102,12,230,6890,32,62,584,18,206,38107,123
2014-2015,"Regular Season",8470604,"Jeff Carter",5.786910199,81,10,54,16,50,26,47,7,77,82,79,37,270,14,358,15,196,13,209,7002,30,3116,196,16,230,38094,124
2014-2015,"Regular Season",8469521,"Tomas Plekanec",10.50061742,12,10,51,13,103,23,76,6,88,89,58,16,518,26,203,20,97,15,146,3716,213,4166,97,14,266,38060,125
2014-2015,"Regular Season",8473548,"Phil Kessel",8.695322058,22,17,4,21,15,38,6,-4,585,114,13,9,621,7,577,30,28,14,170,7606,18,8,656,8,472,38033,126
2014-2015,"Regular Season",8470626,"Loui Eriksson",5.693876516,83,9,74,12,125,21,100,8,65,68,139,22,452,12,418,6,474,24,41,4207,178,3493,172,6,495,37995,127
2014-2015,"Regular Season",8476461,"Sean Couturier",3.619605667,171,9,90,9,189,18,144,0,313,53,236,26,402,15,338,16,175,22,58,3441,237,5388,39,16,220,37928,128
2014-2015,"Regular Season",8474066,"Thomas Hickey",-2.637082566,821,2,401,9,208,11,268,3,193,25,485,34,309,59,44,14,205,12,236,596,428,3629,156,12,318,37928,129
2014-2015,"Regular Season",8474589,"Tyler Ennis",4.700511816,114,8,111,14,87,22,86,-7,669,81,85,37,271,17,301,5,512,10,312,6173,72,1046,376,27,99,37924,130
2014-2015,"Regular Season",8468513,"Nick Schultz",-0.405970609,711,0,581,7,289,7,369,6,106,23,498,40,247,66,26,13,233,3,543,661,416,5227,47,22,146,37895,131
2014-2015,"Regular Season",8474218,"Jason Demers",1.442405497,355,1,504,6,318,7,376,-12,750,41,326,48,175,34,140,20,94,23,45,3206,252,2959,215,18,198,37893,132
2014-2015,"Regular Season",8467875,"Daniel Sedin",2.360021928,262,8,94,22,13,30,21,4,143,86,67,14,538,6,595,10,355,6,431,6618,50,1676,316,4,563,37839,133
2014-2015,"Regular Season",8466148,"Marian Hossa",4.830398786,105,7,123,15,69,22,81,2,223,106,23,34,303,11,434,14,223,30,7,5242,126,3552,167,12,319,37783,134
2014-2015,"Regular Season",8470201,"Jiri Hudler",6.806708428,55,13,23,20,20,33,14,9,51,66,147,13,551,6,596,18,134,17,113,6458,55,101,554,6,527,37726,135
2014-2015,"Regular Season",8467876,"Henrik Sedin",5.338169939,93,6,158,23,10,29,25,6,84,35,373,9,626,10,482,10,350,14,190,6483,53,1904,294,4,561,37710,136
2014-2015,"Regular Season",8475179,"Dmitry Kulikov",-1.438705964,795,0,684,9,213,9,310,-4,593,31,421,36,286,31,161,10,329,3,547,3743,212,5086,54,14,264,37649,137
2014-2015,"Regular Season",8470638,"Patrice Bergeron",4.186724747,137,6,170,20,23,26,46,5,116,100,37,26,401,32,157,9,369,25,28,4142,183,3629,155,26,107,37473,138
2014-2015,"Regular Season",8471185,"Curtis Glencross",0.430988337,501,6,174,15,73,21,95,8,64,64,161,68,76,27,183,25,50,22,50,5537,106,475,445,28,91,37436,139
2014-2015,"Regular Season",8474628,"Michael Stone",-0.215013611,683,2,414,6,313,8,348,-10,728,51,249,60,101,84,7,7,432,5,476,1924,324,2566,254,16,233,37343,140
2014-2015,"Regular Season",8473422,"Nick Foligno",0.739983286,456,16,8,14,79,30,24,-1,403,71,122,90,29,20,249,12,269,24,37,5815,91,2943,217,20,178,37129,141
2014-2015,"Regular Season",8469459,"Mikko Koivu",3.918025567,152,5,206,11,158,16,172,4,154,82,80,13,549,10,477,12,286,21,70,7103,26,2836,227,12,325,37101,142
2014-2015,"Regular Season",8474618,"Marco Scandella",2.124174623,283,8,112,5,329,13,242,1,271,56,215,37,272,44,87,15,187,9,323,1448,353,4451,85,38,40,37092,143
2014-2015,"Regular Season",8475765,"Vladimir Tarasenko",12.77507095,4,20,3,17,34,37,9,18,4,121,6,16,515,8,540,4,559,20,90,6023,83,359,476,13,308,36982,144
2014-2015,"Regular Season",8467452,"Rob Scuderi",-1.963164415,813,0,574,5,382,5,444,5,137,18,545,18,505,46,80,14,208,5,462,188,516,6291,11,6,485,36914,145
2014-2015,"Regular Season",8471675,"Sidney Crosby",10.42549042,13,10,60,27,4,37,7,12,26,96,45,28,374,11,437,22,72,18,103,6707,41,777,407,26,109,36881,146
2014-2015,"Regular Season",8476455,"Gabriel Landeskog",5.010543241,102,7,150,15,72,22,84,-10,725,107,22,72,66,30,164,17,148,28,12,5206,129,1180,360,31,79,36833,147
2014-2015,"Regular Season",8476792,"Torey Krug",1.953217171,294,6,197,7,259,13,237,2,230,73,111,29,356,33,147,12,265,4,506,3962,195,540,437,11,362,36821,148
2014-2015,"Regular Season",8476853,"Morgan Rielly",1.58339655,336,4,293,7,271,11,274,-1,418,69,133,47,178,41,107,25,49,20,76,3895,201,1332,349,6,512,36707,149
2014-2015,"Regular Season",8474679,"Gustav Nyquist",11.47127348,9,14,16,8,215,22,91,-7,671,84,76,21,459,9,506,11,322,15,159,6796,35,65,581,14,296,36587,150
2014-2015,"Regular Season",8474716,"Jared Spurgeon",1.44459397,354,3,344,7,275,10,294,4,164,61,183,29,358,61,39,12,259,13,214,4421,169,3637,151,2,623,36504,151
2014-2015,"Regular Season",8471685,"Anze Kopitar",5.943433539,77,7,133,16,53,23,69,-5,621,58,206,41,227,18,284,25,51,10,288,6273,65,3662,144,4,554,36424,152
